County Name,Observation Count,Arithmetic Mean,Arithmetic Standard Dev
Los Angeles,98,0.440112,0.31959
Los Angeles,98,0.806582,0.434569
Los Angeles,59,0.493729,0.325417
Los Angeles,57,0.551053,0.34696
Los Angeles,98,0.618265,0.373004
Los Angeles,98,2.542338,1.292939
Los Angeles,98,0.929422,0.5409
Los Angeles,59,0.378475,0.347373
Los Angeles,57,0.41,0.354038
Los Angeles,98,0.130517,0.057493
Los Angeles,59,0.321186,0.167323
Los Angeles,57,0.354737,0.178206
Los Angeles,98,0.009616,0.005965
Los Angeles,59,0.000271,0.001507
Los Angeles,57,0.000211,0.001114
Los Angeles,98,0.451306,0.319256
Los Angeles,93,10.409776,4.630376
Los Angeles,117,1.236667,0.966813
Los Angeles,59,1.342034,1.094653
Los Angeles,56,1.383036,1.114607
Los Angeles,59,11.055932,4.654781
Los Angeles,57,11.45614,4.761378
Los Angeles,8210,11.215164,6.44828
Los Angeles,343,11.16035,4.343315
Los Angeles,8466,12.383605,9.466066
Los Angeles,353,12.305382,5.858948
Los Angeles,8615,14.379443,8.249524
Los Angeles,8553,9.602771,6.894773
Los Angeles,8704,9.859145,6.501733
Los Angeles,365,9.805479,4.589563
Los Angeles,8279,9.119072,5.170984
Los Angeles,346,9.07659,3.660942
Los Angeles,1,0.0,0.0
Los Angeles,1,0.023,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.019,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.011,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.013,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.001,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.059,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.042,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.01,0.0
Los Angeles,1,0.037,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.02545,0.0
Los Angeles,1,0.01476,0.0
Los Angeles,1,0.15,0.0
Los Angeles,1,0.144,0.0
Los Angeles,1,0.21,0.0
Los Angeles,1,0.03,0.0
Los Angeles,1,0.056,0.0
Los Angeles,1,0.045,0.0
Los Angeles,1,0.052,0.0
Los Angeles,1,0.035,0.0
Los Angeles,1,0.018,0.0
Los Angeles,1,0.019,0.0
Los Angeles,1,0.027,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.0,0.0
Los Angeles,1,0.17251,0.0
Los Angeles,1,0.19382,0.0
Los Angeles,1,0.18602,0.0
Los Angeles,1,0.25663,0.0
Los Angeles,1,0.37073,0.0
Los Angeles,1,0.1,0.0
Los Angeles,1,0.098,0.0
Los Angeles,1,0.8,0.0
Los Angeles,8605,3.420686,4.083894
Madera,8655,9.974812,7.912046
Marin,8517,5.409416,5.246298
Marin,109,0.0,0.0
Marin,109,0.007101,0.01097
Marin,109,0.002835,0.002021
Marin,109,0.031156,0.020904
Marin,109,0.0,0.0
Marin,109,6.4e-05,0.000246
Marin,109,0.776156,0.766338
Marin,109,0.008569,0.009393
Marin,109,0.00022,0.000438
Marin,109,0.000138,0.000346
Marin,109,0.0,0.0
Marin,109,0.065725,0.044036
Marin,109,0.000202,0.000541
Marin,109,7.3e-05,0.000262
Marin,109,0.000725,0.00087
Marin,109,0.0,0.0
Marin,109,0.023312,0.026156
Marin,109,0.000972,0.00156
Marin,109,0.000633,0.000662
Marin,109,0.185431,0.096496
Marin,109,9e-06,9.6e-05
Marin,109,0.039651,0.030965
Marin,109,0.588927,0.402048
Marin,109,0.00011,0.000712
Marin,108,1.181376,1.061445
Marin,108,0.371259,0.79214
Marin,106,0.612925,1.003186
Marin,106,0.066321,0.106631
Marin,106,0.0,0.047877
Marin,106,0.106038,0.245319
Marin,106,0.255311,0.388619
Marin,106,0.17566,0.224492
Marin,106,0.08084,0.123952
Marin,106,0.137142,0.208374
Marin,106,0.010113,0.017705
Marin,106,0.0,0.0
Marin,108,0.001386,0.011879
Marin,109,0.764851,0.398078
Marin,108,0.478931,1.021905
Marin,109,0.148188,0.115227
Marin,106,1.102477,1.805284
Marin,108,0.578954,0.32138
Marin,109,4.810092,2.854202
Mariposa,106,0.0,0.0
Mariposa,62,0.0,0.0
Mariposa,106,0.040094,0.03904
Mariposa,62,0.047161,0.046108
Mariposa,106,0.001264,0.000979
Mariposa,62,0.001306,0.000898
Mariposa,106,0.023858,0.026279
Mariposa,62,0.028919,0.03115
Mariposa,106,0.0,0.0
Mariposa,62,0.0,0.0
Mariposa,106,0.000292,0.00069
Mariposa,62,0.000113,0.000319
Mariposa,106,0.002057,0.005388
Mariposa,62,0.002823,0.006657
Mariposa,106,0.028972,0.026643
Mariposa,62,0.033355,0.030124
Mariposa,106,0.000274,0.000448
Mariposa,62,0.00021,0.00041
Mariposa,106,0.000726,0.000724
Mariposa,62,0.000855,0.000786
Mariposa,106,0.0,0.0
Mariposa,62,0.0,0.0
Mariposa,106,0.01434,0.017975
Mariposa,62,0.018855,0.020193
Mariposa,106,0.000425,0.000616
Mariposa,62,0.000452,0.000717
Mariposa,106,0.0,0.0
Mariposa,62,0.0,0.0
Mariposa,106,0.002821,0.0026
Mariposa,62,0.003242,0.002884
Mariposa,106,0.0,0.0
Mariposa,62,0.0,0.0
Mariposa,106,0.098632,0.096151
Mariposa,62,0.116355,0.111301
Mariposa,106,0.001453,0.001538
Mariposa,62,0.001468,0.001457
Mariposa,106,0.00016,0.000394
Mariposa,62,0.000258,0.000477
Mariposa,106,0.172585,0.133692
Mariposa,62,0.194403,0.145991
Mariposa,106,1.9e-05,0.000137
Mariposa,62,0.0,0.0
Mariposa,106,0.028481,0.02091
Mariposa,62,0.032161,0.024933
Mariposa,106,0.050085,0.066964
Mariposa,62,0.063403,0.075014
Mariposa,106,9.4e-05,0.00064
Mariposa,62,0.000242,0.000564
Mariposa,109,0.026423,0.02874
Mariposa,109,0.19511,0.176704
Mariposa,109,1.339266,1.630187
Mariposa,109,0.147064,0.152226
Mariposa,109,0.085303,0.203717
Mariposa,109,0.282073,0.467027
Mariposa,109,0.451413,0.482732
Mariposa,109,0.28011,0.303755
Mariposa,109,0.240844,0.246126
Mariposa,109,0.327046,0.355612
Mariposa,109,0.060899,0.043672
Mariposa,109,1.8e-05,0.000192
Mariposa,109,0.002786,0.012364
Mariposa,106,0.7117,0.551414
Mariposa,62,0.802251,0.602167
Mariposa,109,0.251665,0.227982
Mariposa,106,0.448186,0.43537
Mariposa,62,0.527772,0.505707
Mariposa,109,2.411435,2.933756
Mariposa,109,0.459138,0.355256
Mariposa,106,3.765094,2.970395
Mariposa,62,4.016129,3.709014
Mariposa,8476,10.220033,27.711614
Mariposa,355,10.125915,16.545894
Mendocino,8051,6.973047,9.139778
Mendocino,8152,11.993253,9.338353
Merced,8626,8.434037,7.445578
Merced,8641,9.656336,9.019529
Mono,3614,3.310598,3.479357
Mono,8669,3.58745,3.254853
Mono,8669,3.58745,3.254853
Mono,5055,3.136775,2.737277
Mono,91,0.0,0.0
Mono,91,0.064066,0.185929
Mono,91,0.000934,0.0008
Mono,91,0.043956,0.166789
Mono,91,2.2e-05,0.00021
Mono,91,0.000374,0.000939
Mono,91,0.002835,0.014126
Mono,91,0.045055,0.148458
Mono,91,0.000242,0.000431
Mono,91,0.001044,0.003055
Mono,91,1.1e-05,0.000105
Mono,91,0.017945,0.053108
Mono,91,0.000231,0.000731
Mono,91,0.0,0.0
Mono,91,0.004231,0.013562
Mono,91,3.3e-05,0.000314
Mono,91,0.176396,0.599679
Mono,91,0.001165,0.002709
Mono,91,0.000385,0.001812
Mono,91,0.127934,0.094008
Mono,91,4.4e-05,0.000419
Mono,91,0.032407,0.082316
Mono,91,0.026418,0.040395
Mono,91,0.000209,0.00085
Mono,92,0.009829,0.022895
Mono,92,0.104141,0.090515
Mono,92,0.679239,0.546067
Mono,92,0.076304,0.07131
Mono,92,0.017652,0.03718
Mono,92,0.118359,0.102933
Mono,92,0.247011,0.2014
Mono,92,0.151272,0.139114
Mono,92,0.14462,0.105298
Mono,92,0.169489,0.146834
Mono,92,0.051717,0.033564
Mono,92,0.0,0.0
Mono,92,0.003079,0.008361
Mono,91,0.527505,0.387839
Mono,92,0.134385,0.11679
Mono,91,0.76935,2.558838
Mono,92,1.222003,0.982408
Mono,92,0.336261,0.25291
Mono,91,2.92967,4.102966
Monterey,8505,4.115814,4.645587
Monterey,8562,4.631745,4.792431
Monterey,8610,7.753089,6.048681
Nevada,8555,4.800631,5.051619
Nevada,7840,6.649362,5.015515
Nevada,325,6.600308,2.91135
Orange,8306,9.721623,8.798579
Orange,54,0.018815,0.026755
Orange,54,0.000574,0.000633
Orange,54,0.118963,0.086209
Orange,54,0.01363,0.031922
Orange,54,0.00663,0.009862
Orange,54,0.066259,0.083297
Orange,54,0.002944,0.002811
Orange,54,0.000333,0.000476
Orange,54,0.009074,0.017375
Orange,54,0.11313,0.090275
Orange,54,0.000519,0.001225
Orange,54,0.106278,0.084915
Orange,54,0.0015,0.001397
Orange,54,0.003037,0.002028
Orange,54,0.003574,0.004492
Orange,54,0.00113,0.00087
Orange,54,0.079722,0.082212
Orange,54,0.010278,0.005374
Orange,54,0.000574,0.000602
Orange,54,0.012963,0.019889
Orange,54,0.006759,0.006198
Orange,54,0.000519,0.000795
Orange,54,0.125056,0.16939
Orange,54,0.064574,0.095107
Orange,54,0.003667,0.013953
Orange,54,0.468333,0.372193
Orange,54,0.000537,0.000503
Orange,54,0.000611,0.000856
Orange,54,0.1355,0.5082
Orange,54,0.000426,0.00057
Orange,54,0.13963,0.088573
Orange,54,0.600185,0.392508
Orange,54,0.148333,0.47554
Orange,54,1.180741,0.93562
Orange,53,4.749057,3.352188
Orange,53,0.078151,0.119653
Orange,53,1.767736,2.261885
Orange,53,2.08283,0.915113
Orange,53,0.615472,0.350036
Orange,54,0.399926,0.410074
Orange,54,0.380963,0.358058
Orange,54,0.230185,0.18271
Orange,54,0.000111,0.000816
Orange,54,1.37037,1.065215
Orange,54,10.059259,4.497988
Placer,8592,5.523976,6.313918
Placer,8603,6.601069,4.655998
Placer,360,6.548333,2.746037
Placer,8420,7.580285,5.912422
Placer,8599,4.60007,4.397493
Placer,359,4.566574,3.063845
Placer,8604,6.255811,6.425188
Placer,359,6.210585,4.781178
Plumas,8293,7.260569,8.62784
Plumas,8032,6.877864,9.247689
Plumas,334,6.844012,5.826192
Plumas,8234,12.071363,16.816569
Plumas,23,0.021826,0.00605
Plumas,23,0.001,0.0
Plumas,23,0.115478,0.054011
Plumas,23,0.003,0.0
Plumas,23,0.001435,0.000788
Plumas,23,0.028913,0.023425
Plumas,23,0.002435,0.002085
Plumas,23,0.002,0.0
Plumas,23,0.007609,0.002792
Plumas,23,0.025,0.055273
Plumas,23,0.05087,0.038286
Plumas,23,0.002043,0.000209
Plumas,23,0.002043,0.000209
Plumas,23,0.003,0.0
Plumas,23,0.002,0.0
Plumas,23,0.002,0.0
Plumas,23,0.003913,0.00241
Plumas,23,0.001,0.0
Plumas,23,0.02,0.0
Plumas,23,0.003739,0.002973
Plumas,23,0.002,0.0
Plumas,23,0.112957,0.10261
Plumas,23,0.010696,0.002754
Plumas,23,0.002,0.0
Plumas,23,0.175565,0.104599
Plumas,23,0.001,0.0
Plumas,23,0.102652,0.070495
Plumas,23,0.002,0.0
Plumas,23,0.081304,0.092161
Plumas,23,0.068261,0.046088
Plumas,23,0.297826,0.206485
Plumas,21,6.557143,4.835553
Plumas,21,0.682857,0.997382
Plumas,21,6.447619,5.132896
Plumas,21,1.922381,2.086279
Plumas,21,1.509524,1.386339
Plumas,21,1.308571,0.587565
Plumas,21,0.632381,0.238975
Plumas,21,1.082857,0.952482
Plumas,21,0.797619,0.5089
Plumas,21,1.720952,1.389449
Plumas,21,0.138095,0.050855
Plumas,21,0.05,0.0
Plumas,21,1.202857,0.88873
Plumas,16,1.165625,0.724127
Plumas,16,0.371875,0.245417
Plumas,16,0.133125,0.089571
Plumas,23,0.35913,0.25731
Plumas,20,11.27,7.922526
Riverside,8387,5.830035,4.119591
Riverside,8399,9.827932,8.964185
Riverside,351,9.804274,5.507616
Riverside,8660,8.824873,4.767307
Riverside,362,8.794751,3.130062
Riverside,6061,12.026976,17.08134
Riverside,6061,12.026976,17.08134
Riverside,6061,11.086784,17.040999
Riverside,6061,11.086784,17.040999
Riverside,8266,5.709206,5.710918
Riverside,8266,5.709206,5.710918
Riverside,8610,10.470093,9.076356
Riverside,119,0.00358,0.010248
Riverside,58,0.005155,0.009438
Riverside,58,0.028603,0.036929
Riverside,119,0.0,0.0
Riverside,58,0.0,0.0
Riverside,58,0.000621,0.000671
Riverside,119,0.067672,0.063172
Riverside,58,0.046224,0.035969
Riverside,58,0.147897,0.211314
Riverside,119,0.01063,0.022605
Riverside,58,0.011793,0.020855
Riverside,58,0.028638,0.132668
Riverside,119,0.002185,0.002728
Riverside,58,0.002466,0.003719
Riverside,119,0.002849,0.007806
Riverside,58,0.002224,0.007296
Riverside,58,0.006879,0.008939
Riverside,119,0.080269,0.05386
Riverside,58,0.069017,0.037616
Riverside,58,0.074724,0.048308
Riverside,116,0.003069,0.006616
Riverside,58,0.001741,0.003165
Riverside,58,0.005345,0.00534
Riverside,116,0.0,0.000827
Riverside,58,0.0,0.000795
Riverside,58,0.000379,0.000557
Riverside,116,0.003276,0.004369
Riverside,58,0.002414,0.003505
Riverside,58,0.017931,0.077567
Riverside,119,0.021185,0.066987
Riverside,58,0.009724,0.014411
Riverside,58,0.167897,0.660943
Riverside,119,0.001353,0.02036
Riverside,58,0.006879,0.019542
Riverside,119,0.001361,0.015248
Riverside,58,0.001759,0.013397
Riverside,58,0.000552,0.001127
Riverside,116,0.141871,0.091593
Riverside,58,0.116914,0.064819
Riverside,58,0.131052,0.080157
Riverside,119,0.002681,0.004805
Riverside,58,0.003638,0.004502
Riverside,58,0.002207,0.001484
Riverside,119,0.000697,0.00851
Riverside,58,0.0,0.007678
Riverside,119,0.002689,0.002855
Riverside,58,0.00169,0.002334
Riverside,58,0.003914,0.004109
Riverside,58,0.002845,0.004137
Riverside,116,0.001284,0.002325
Riverside,58,0.000724,0.001412
Riverside,58,0.000966,0.000794
Riverside,119,0.031084,0.041028
Riverside,58,0.028862,0.035693
Riverside,58,0.086638,0.249247
Riverside,119,0.000908,0.001727
Riverside,58,0.000845,0.001852
Riverside,58,0.011431,0.006294
Riverside,119,0.000613,0.001403
Riverside,58,0.000517,0.001559
Riverside,58,0.000672,0.000659
Riverside,119,0.000319,0.009385
Riverside,58,0.003207,0.009418
Riverside,58,0.0125,0.015854
Riverside,119,0.008622,0.005619
Riverside,58,0.006672,0.00474
Riverside,58,0.007103,0.008275
Riverside,119,9.2e-05,0.000291
Riverside,58,0.000103,0.00036
Riverside,58,0.000655,0.001722
Riverside,119,0.156008,0.119592
Riverside,58,0.127172,0.075562
Riverside,58,0.161414,0.099825
Riverside,119,0.001958,0.007491
Riverside,58,0.000845,0.006431
Riverside,119,0.011773,0.007575
Riverside,58,0.011414,0.007014
Riverside,58,0.011414,0.010914
Riverside,119,0.001361,0.0024
Riverside,58,0.000931,0.001543
Riverside,58,0.008397,0.051794
Riverside,119,0.38095,0.270578
Riverside,58,0.389086,0.296049
Riverside,58,0.487448,0.786921
Riverside,119,0.000185,0.001727
Riverside,58,0.0,0.001801
Riverside,58,0.000483,0.000504
Riverside,58,0.000552,0.000862
Riverside,119,0.072521,0.04646
Riverside,58,0.067724,0.050353
Riverside,58,0.345397,2.091988
Riverside,58,0.000448,0.00073
Riverside,119,0.150899,0.184331
Riverside,58,0.162948,0.186098
Riverside,119,0.001992,0.008288
Riverside,58,0.003138,0.008589
Riverside,119,0.217512,0.166427
Riverside,58,0.208273,0.15312
Riverside,58,0.171034,0.498629
Riverside,119,0.621765,0.666292
Riverside,58,0.646897,0.644396
Riverside,58,0.88,0.713312
Riverside,119,0.054958,0.052382
Riverside,58,0.052069,0.048945
Riverside,58,0.278103,1.713797
Riverside,119,2.493025,2.020015
Riverside,58,2.416724,1.906657
Riverside,58,1.992931,1.983753
Riverside,118,2.627432,1.345625
Riverside,57,2.48086,1.185212
Riverside,118,0.857415,0.580721
Riverside,57,0.912491,0.597773
Riverside,118,0.087203,0.112558
Riverside,57,0.072316,0.096946
Riverside,118,0.819839,0.436413
Riverside,57,0.766175,0.429813
Riverside,118,0.984822,0.605516
Riverside,57,0.974158,0.476588
Riverside,118,0.368669,0.118204
Riverside,57,0.382491,0.144375
Riverside,118,0.370381,0.289324
Riverside,57,0.289439,0.264278
Riverside,118,1.062424,0.678132
Riverside,57,1.015544,0.676512
Riverside,118,0.154161,0.064875
Riverside,57,0.161175,0.097135
Riverside,118,0.012,0.006381
Riverside,57,0.026053,0.046904
Riverside,116,1.032979,0.686709
Riverside,58,0.829413,0.449918
Riverside,118,2.9335,1.415831
Riverside,57,2.80793,1.269353
Riverside,118,0.688763,0.531676
Riverside,57,0.723175,0.568448
Riverside,118,2.764881,1.345513
Riverside,57,2.618596,1.183293
Riverside,58,4.368966,2.397675
Riverside,118,0.105534,0.113035
Riverside,57,0.090421,0.098051
Riverside,58,0.088138,0.131463
Riverside,118,0.854364,0.437187
Riverside,57,0.800877,0.430687
Riverside,58,1.383793,1.272078
Riverside,118,1.038051,0.605168
Riverside,57,1.027439,0.4758
Riverside,58,2.020172,0.899291
Riverside,118,0.385754,0.117245
Riverside,57,0.399561,0.143649
Riverside,58,0.628621,0.424687
Riverside,118,0.381203,0.288469
Riverside,57,0.300439,0.263605
Riverside,118,0.539034,0.346785
Riverside,57,0.478825,0.352043
Riverside,118,0.857407,0.580719
Riverside,57,0.912491,0.597773
Riverside,58,0.585345,0.539971
Riverside,118,0.688763,0.531676
Riverside,57,0.723175,0.568448
Riverside,118,2.796036,1.415716
Riverside,57,2.670131,1.271002
Riverside,118,1.064999,0.678052
Riverside,57,1.018205,0.676363
Riverside,58,0.483966,0.505249
Riverside,118,0.161017,0.064792
Riverside,57,0.168055,0.097127
Riverside,58,0.366138,0.236511
Riverside,118,0.012584,0.006393
Riverside,57,0.026704,0.047044
Riverside,58,0.000207,0.001104
Riverside,118,0.549881,0.346138
Riverside,57,0.48986,0.351298
Riverside,114,10.856774,4.659196
Riverside,56,10.321477,4.594834
Riverside,119,1.079496,0.733769
Riverside,58,1.09,0.762146
Riverside,58,1.333103,1.907994
Riverside,58,12.308621,9.196134
Riverside,8493,11.551572,10.139346
Riverside,71,0.0,0.0
Riverside,71,0.045099,0.041847
Riverside,71,0.002324,0.001079
Riverside,71,0.036662,0.025285
Riverside,71,1.4e-05,0.000119
Riverside,71,0.001211,0.00133
Riverside,71,0.026592,0.127893
Riverside,71,0.04207,0.027249
Riverside,71,0.000859,0.00085
Riverside,71,0.000915,0.000732
Riverside,71,2.8e-05,0.000237
Riverside,71,0.034338,0.024884
Riverside,71,0.000887,0.001489
Riverside,71,1.4e-05,0.000119
Riverside,71,0.003803,0.002697
Riverside,71,4.2e-05,0.000203
Riverside,71,0.110197,0.101802
Riverside,71,0.002634,0.002065
Riverside,71,0.000437,0.000499
Riverside,71,0.313197,0.197475
Riverside,71,0.0,0.0
Riverside,71,0.045873,0.037588
Riverside,71,0.216451,0.174768
Riverside,71,0.000366,0.000779
Riverside,69,0.135301,0.21048
Riverside,69,0.508942,0.401629
Riverside,74,1.04973,0.565615
Riverside,74,0.210811,0.131948
Riverside,74,0.034419,0.044727
Riverside,74,0.203365,0.131303
Riverside,74,0.392608,0.2147
Riverside,74,0.260338,0.149698
Riverside,74,0.159324,0.087992
Riverside,74,0.321797,0.181157
Riverside,74,0.048095,0.037551
Riverside,74,0.0,0.0
Riverside,69,0.002887,0.004572
Riverside,71,1.29184,0.814852
Riverside,69,0.656517,0.518032
Riverside,71,0.542463,0.452004
Riverside,74,1.890335,1.017336
Riverside,69,0.862362,0.551118
Riverside,71,4.683099,2.171305
Riverside,8647,5.934578,5.449502
Riverside,363,5.879614,3.791547
Sacramento,8312,8.732676,9.56239
Sacramento,120,0.0,0.008872
Sacramento,120,0.0,0.0
Sacramento,120,0.033683,0.043483
Sacramento,120,0.005433,0.018953
Sacramento,120,0.000458,0.001208
Sacramento,120,0.000767,0.006732
Sacramento,120,0.029558,0.016081
Sacramento,114,0.001746,0.003105
Sacramento,114,0.0,0.000833
Sacramento,114,0.00386,0.006445
Sacramento,120,0.078467,0.193019
Sacramento,120,0.0,0.019862
Sacramento,120,0.001983,0.012923
Sacramento,114,0.058219,0.036682
Sacramento,120,0.001708,0.004178
Sacramento,120,0.000442,0.007644
Sacramento,120,0.001058,0.002802
Sacramento,114,0.000632,0.000998
Sacramento,120,0.033567,0.044158
Sacramento,120,0.000308,0.000924
Sacramento,120,0.000108,0.001377
Sacramento,120,0.001983,0.008643
Sacramento,120,0.003883,0.003633
Sacramento,120,7.5e-05,0.000264
Sacramento,120,0.079908,0.063103
Sacramento,120,0.0,0.006521
Sacramento,120,0.006633,0.006633
Sacramento,120,0.00065,0.001899
Sacramento,120,0.2015,0.108394
Sacramento,120,3.3e-05,0.001587
Sacramento,120,0.092775,0.107922
Sacramento,120,0.163175,0.279331
Sacramento,120,0.002067,0.007466
Sacramento,121,0.208639,0.269
Sacramento,121,0.154215,0.258881
Sacramento,121,0.073058,0.104298
Sacramento,121,0.935785,1.069623
Sacramento,77,3.688065,3.515432
Sacramento,77,1.321857,1.397126
Sacramento,77,0.163403,0.336272
Sacramento,77,1.151584,1.223148
Sacramento,77,1.532026,1.445649
Sacramento,77,0.409935,0.244428
Sacramento,77,0.434532,0.589309
Sacramento,77,1.519753,1.68594
Sacramento,77,0.208364,0.146434
Sacramento,77,0.028857,0.030898
Sacramento,114,0.465911,0.302688
Sacramento,77,4.209987,3.972543
Sacramento,77,0.932818,0.893168
Sacramento,77,3.821117,3.509349
Sacramento,77,0.182247,0.337118
Sacramento,77,1.184442,1.221972
Sacramento,77,1.583052,1.443556
Sacramento,77,0.425922,0.242678
Sacramento,77,0.445286,0.588012
Sacramento,77,0.823416,1.004582
Sacramento,77,1.321844,1.397139
Sacramento,77,0.932818,0.893168
Sacramento,77,4.076974,3.978302
Sacramento,77,1.523052,1.685808
Sacramento,77,0.214595,0.146176
Sacramento,77,0.029499,0.031167
Sacramento,77,0.834286,1.003837
Sacramento,71,9.399345,7.240634
Sacramento,121,0.587934,0.295432
Sacramento,8394,7.149202,7.218655
Sacramento,54,0.020426,0.00313
Sacramento,54,0.001,0.0
Sacramento,54,0.101574,0.03402
Sacramento,54,0.005685,0.00467
Sacramento,54,0.002815,0.001963
Sacramento,54,0.036241,0.019802
Sacramento,54,0.002,0.0
Sacramento,54,0.002,0.0
Sacramento,54,0.008778,0.004462
Sacramento,54,0.143759,0.286217
Sacramento,54,0.073185,0.05072
Sacramento,54,0.002796,0.001709
Sacramento,54,0.002259,0.000851
Sacramento,54,0.003,0.0
Sacramento,54,0.002,0.0
Sacramento,54,0.002,0.0
Sacramento,54,0.005481,0.003654
Sacramento,54,0.001,0.0
Sacramento,54,0.022333,0.007417
Sacramento,54,0.004426,0.002812
Sacramento,54,0.002,0.0
Sacramento,54,0.0845,0.066579
Sacramento,54,0.010556,0.005885
Sacramento,54,0.002,0.0
Sacramento,54,0.222981,0.12145
Sacramento,54,0.001,0.0
Sacramento,54,0.07237,0.069237
Sacramento,54,0.002,0.0
Sacramento,55,0.227455,0.347474
Sacramento,55,0.057273,0.051477
Sacramento,55,0.815455,1.186321
Sacramento,53,2.85717,2.333544
Sacramento,53,0.353396,0.621713
Sacramento,53,2.756226,2.313961
Sacramento,53,0.252642,0.331484
Sacramento,53,0.620377,0.560268
Sacramento,53,0.944528,0.654472
Sacramento,53,0.457736,0.26239
Sacramento,53,0.472075,0.579855
Sacramento,53,0.44283,0.604274
Sacramento,53,0.843962,1.096423
Sacramento,53,0.066981,0.039399
Sacramento,53,0.05,0.0
Sacramento,53,0.58,0.664946
Sacramento,31,0.225484,0.300365
Sacramento,30,0.024,0.022834
Sacramento,31,0.016452,0.014035
Sacramento,55,0.507091,0.274683
Sacramento,53,7.615094,5.701093
Sacramento,8589,6.395273,5.963785
Sacramento,359,6.369359,4.798063
Sacramento,6951,6.622026,6.731083
Sacramento,8334,6.62251,5.406154
Sacramento,8433,9.391083,8.006329
Sacramento,8451,6.023902,5.525981
San Benito,8441,4.122497,6.068969
San Benito,113,0.0,0.0
San Benito,113,0.026071,0.023373
San Benito,113,0.001531,0.001134
San Benito,113,0.023894,0.014677
San Benito,113,9e-06,9.4e-05
San Benito,113,0.000416,0.001006
San Benito,113,0.117726,0.22867
San Benito,113,0.023265,0.018076
San Benito,113,0.000345,0.000514
San Benito,113,0.000566,0.000596
San Benito,113,0.0,0.0
San Benito,113,0.033699,0.027308
San Benito,113,0.000469,0.000682
San Benito,113,4.4e-05,0.000207
San Benito,113,0.00215,0.001774
San Benito,113,0.0,0.0
San Benito,113,0.070708,0.060359
San Benito,113,0.001956,0.002953
San Benito,113,0.000301,0.000565
San Benito,113,0.190513,0.112963
San Benito,113,9e-06,9.4e-05
San Benito,113,0.03531,0.024966
San Benito,113,0.233664,0.227052
San Benito,113,0.000204,0.000585
San Benito,117,0.231467,0.30786
San Benito,117,0.303188,0.195972
San Benito,119,1.058655,1.182578
San Benito,119,0.181345,0.215052
San Benito,119,0.034756,0.090419
San Benito,119,0.200681,0.298467
San Benito,119,0.424454,0.453268
San Benito,119,0.256832,0.264064
San Benito,119,0.141723,0.129845
San Benito,119,0.286462,0.267524
San Benito,119,0.036655,0.033837
San Benito,119,0.0,0.0
San Benito,117,0.002611,0.006056
San Benito,113,0.785802,0.465888
San Benito,117,0.391133,0.252814
San Benito,113,0.332906,0.266342
San Benito,119,1.905009,2.128986
San Benito,117,0.505795,0.292561
San Benito,113,4.053982,3.003927
San Bernardino,8694,6.877686,5.811281
San Bernardino,364,6.829396,2.928682
San Bernardino,8347,13.051779,11.57557
San Bernardino,8404,7.924203,6.048229
San Bernardino,7623,8.106782,5.95138
San Bernardino,2142,8.201307,5.207962
San Bernardino,90,8.162222,2.911063
San Bernardino,55,0.026327,0.0304
San Bernardino,55,0.000836,0.001032
San Bernardino,55,0.168382,0.321814
San Bernardino,55,0.038982,0.203553
San Bernardino,55,0.006836,0.010861
San Bernardino,55,0.080873,0.050457
San Bernardino,55,0.003364,0.007035
San Bernardino,55,0.000255,0.00048
San Bernardino,55,0.023509,0.113278
San Bernardino,55,0.214964,1.091548
San Bernardino,55,0.000673,0.001263
San Bernardino,55,0.177964,0.09898
San Bernardino,55,0.0018,0.00097
San Bernardino,55,0.005582,0.007241
San Bernardino,55,0.003255,0.003936
San Bernardino,55,0.0018,0.004499
San Bernardino,55,0.105818,0.358939
San Bernardino,55,0.012709,0.007537
San Bernardino,55,0.001055,0.001145
San Bernardino,55,0.020909,0.023362
San Bernardino,55,0.009018,0.010634
San Bernardino,55,0.000964,0.002937
San Bernardino,55,0.181909,0.120146
San Bernardino,55,0.024782,0.015576
San Bernardino,55,0.012345,0.079064
San Bernardino,55,0.558164,1.126169
San Bernardino,55,0.000509,0.000573
San Bernardino,55,0.000691,0.00092
San Bernardino,55,0.504236,3.19955
San Bernardino,55,0.000473,0.000836
San Bernardino,55,0.239091,0.877894
San Bernardino,55,1.014364,0.786263
San Bernardino,55,0.462,2.999563
San Bernardino,55,2.447455,2.39594
San Bernardino,54,5.101852,2.828993
San Bernardino,54,0.114481,0.113408
San Bernardino,54,1.745,1.690601
San Bernardino,54,2.233519,0.944807
San Bernardino,54,0.723519,0.420423
