County Name,Observation Count,PM2.5 Mean,Arithmetic Standard Dev,Race Group,Percent Low Birthweight,PM2.5 Category
Kern,57,0.016772,0.022079,Non-White,7.240769230769231,Healthy
Kern,57,0.016772,0.022079,White,6.79,Healthy
Kern,108,0.001426,0.002158,Non-White,7.240769230769231,Healthy
Kern,108,0.001426,0.002158,White,6.79,Healthy
Kern,57,0.001368,0.001838,Non-White,7.240769230769231,Healthy
Kern,57,0.001368,0.001838,White,6.79,Healthy
Kern,108,0.001907,0.0079,Non-White,7.240769230769231,Healthy
Kern,108,0.001907,0.0079,White,6.79,Healthy
Kern,57,0.001175,0.006825,Non-White,7.240769230769231,Healthy
Kern,57,0.001175,0.006825,White,6.79,Healthy
Kern,108,0.084306,0.058563,Non-White,7.240769230769231,Healthy
Kern,108,0.084306,0.058563,White,6.79,Healthy
Kern,57,0.079509,0.049375,Non-White,7.240769230769231,Healthy
Kern,57,0.079509,0.049375,White,6.79,Healthy
Kern,105,0.001257,0.002668,Non-White,7.240769230769231,Healthy
Kern,105,0.001257,0.002668,White,6.79,Healthy
Kern,57,0.001632,0.003266,Non-White,7.240769230769231,Healthy
Kern,57,0.001632,0.003266,White,6.79,Healthy
Kern,105,0.0,0.000971,Non-White,7.240769230769231,Healthy
Kern,105,0.0,0.000971,White,6.79,Healthy
Kern,57,0.0,0.000908,Non-White,7.240769230769231,Healthy
Kern,57,0.0,0.000908,White,6.79,Healthy
Kern,105,0.0042,0.006244,Non-White,7.240769230769231,Healthy
Kern,105,0.0042,0.006244,White,6.79,Healthy
Kern,57,0.003316,0.004968,Non-White,7.240769230769231,Healthy
Kern,57,0.003316,0.004968,White,6.79,Healthy
Kern,108,0.01487,0.023919,Non-White,7.240769230769231,Healthy
Kern,108,0.01487,0.023919,White,6.79,Healthy
Kern,57,0.007474,0.008337,Non-White,7.240769230769231,Healthy
Kern,57,0.007474,0.008337,White,6.79,Healthy
Kern,108,0.0,0.019096,Non-White,7.240769230769231,Healthy
Kern,108,0.0,0.019096,White,6.79,Healthy
Kern,57,0.0,0.022288,Non-White,7.240769230769231,Healthy
Kern,57,0.0,0.022288,White,6.79,Healthy
Kern,108,0.0,0.01361,Non-White,7.240769230769231,Healthy
Kern,108,0.0,0.01361,White,6.79,Healthy
Kern,57,0.00107,0.012441,Non-White,7.240769230769231,Healthy
Kern,57,0.00107,0.012441,White,6.79,Healthy
Kern,105,0.1422,0.092878,Non-White,7.240769230769231,Healthy
Kern,105,0.1422,0.092878,White,6.79,Healthy
Kern,57,0.133228,0.075376,Non-White,7.240769230769231,Healthy
Kern,57,0.133228,0.075376,White,6.79,Healthy
Kern,108,0.001935,0.004667,Non-White,7.240769230769231,Healthy
Kern,108,0.001935,0.004667,White,6.79,Healthy
Kern,57,0.001667,0.004607,Non-White,7.240769230769231,Healthy
Kern,57,0.001667,0.004607,White,6.79,Healthy
Kern,108,0.000713,0.009179,Non-White,7.240769230769231,Healthy
Kern,108,0.000713,0.009179,White,6.79,Healthy
Kern,57,0.00114,0.00721,Non-White,7.240769230769231,Healthy
Kern,57,0.00114,0.00721,White,6.79,Healthy
Kern,108,0.002769,0.003089,Non-White,7.240769230769231,Healthy
Kern,108,0.002769,0.003089,White,6.79,Healthy
Kern,57,0.002246,0.002843,Non-White,7.240769230769231,Healthy
Kern,57,0.002246,0.002843,White,6.79,Healthy
Kern,105,0.000752,0.001167,Non-White,7.240769230769231,Healthy
Kern,105,0.000752,0.001167,White,6.79,Healthy
Kern,57,0.001,0.00135,Non-White,7.240769230769231,Healthy
Kern,57,0.001,0.00135,White,6.79,Healthy
Kern,108,0.032796,0.039129,Non-White,7.240769230769231,Healthy
Kern,108,0.032796,0.039129,White,6.79,Healthy
Kern,57,0.033474,0.0333,Non-White,7.240769230769231,Healthy
Kern,57,0.033474,0.0333,White,6.79,Healthy
Kern,108,0.00225,0.003157,Non-White,7.240769230769231,Healthy
Kern,108,0.00225,0.003157,White,6.79,Healthy
Kern,57,0.002088,0.003258,Non-White,7.240769230769231,Healthy
Kern,57,0.002088,0.003258,White,6.79,Healthy
Kern,108,0.000398,0.001734,Non-White,7.240769230769231,Healthy
Kern,108,0.000398,0.001734,White,6.79,Healthy
Kern,57,0.000193,0.00162,Non-White,7.240769230769231,Healthy
Kern,57,0.000193,0.00162,White,6.79,Healthy
Kern,108,0.001463,0.009345,Non-White,7.240769230769231,Healthy
Kern,108,0.001463,0.009345,White,6.79,Healthy
Kern,57,0.001053,0.009328,Non-White,7.240769230769231,Healthy
Kern,57,0.001053,0.009328,White,6.79,Healthy
Kern,108,0.009889,0.007681,Non-White,7.240769230769231,Healthy
Kern,108,0.009889,0.007681,White,6.79,Healthy
Kern,57,0.008667,0.005677,Non-White,7.240769230769231,Healthy
Kern,57,0.008667,0.005677,White,6.79,Healthy
Kern,108,7.4e-05,0.000263,Non-White,7.240769230769231,Healthy
Kern,108,7.4e-05,0.000263,White,6.79,Healthy
Kern,57,8.8e-05,0.000342,Non-White,7.240769230769231,Healthy
Kern,57,8.8e-05,0.000342,White,6.79,Healthy
Kern,108,0.267472,0.21026,Non-White,7.240769230769231,Healthy
Kern,108,0.267472,0.21026,White,6.79,Healthy
Kern,57,0.253421,0.174212,Non-White,7.240769230769231,Healthy
Kern,57,0.253421,0.174212,White,6.79,Healthy
Kern,108,0.00037,0.006236,Non-White,7.240769230769231,Healthy
Kern,108,0.00037,0.006236,White,6.79,Healthy
Kern,57,0.001175,0.006222,Non-White,7.240769230769231,Healthy
Kern,57,0.001175,0.006222,White,6.79,Healthy
Kern,108,0.010463,0.006744,Non-White,7.240769230769231,Healthy
Kern,108,0.010463,0.006744,White,6.79,Healthy
Kern,57,0.009789,0.006422,Non-White,7.240769230769231,Healthy
Kern,57,0.009789,0.006422,White,6.79,Healthy
Kern,108,0.000944,0.001985,Non-White,7.240769230769231,Healthy
Kern,108,0.000944,0.001985,White,6.79,Healthy
Kern,57,0.000947,0.001797,Non-White,7.240769230769231,Healthy
Kern,57,0.000947,0.001797,White,6.79,Healthy
Kern,108,0.350204,0.182469,Non-White,7.240769230769231,Healthy
Kern,108,0.350204,0.182469,White,6.79,Healthy
Kern,57,0.342667,0.179307,Non-White,7.240769230769231,Healthy
Kern,57,0.342667,0.179307,White,6.79,Healthy
Kern,108,0.0,0.001798,Non-White,7.240769230769231,Healthy
Kern,108,0.0,0.001798,White,6.79,Healthy
Kern,57,0.000105,0.00178,Non-White,7.240769230769231,Healthy
Kern,57,0.000105,0.00178,White,6.79,Healthy
Kern,108,0.094065,0.059629,Non-White,7.240769230769231,Healthy
Kern,108,0.094065,0.059629,White,6.79,Healthy
Kern,57,0.082842,0.045969,Non-White,7.240769230769231,Healthy
Kern,57,0.082842,0.045969,White,6.79,Healthy
Kern,108,0.109741,0.126016,Non-White,7.240769230769231,Healthy
Kern,108,0.109741,0.126016,White,6.79,Healthy
Kern,57,0.082509,0.10596,Non-White,7.240769230769231,Healthy
Kern,57,0.082509,0.10596,White,6.79,Healthy
Kern,108,0.002389,0.008527,Non-White,7.240769230769231,Healthy
Kern,108,0.002389,0.008527,White,6.79,Healthy
Kern,57,0.002351,0.007345,Non-White,7.240769230769231,Healthy
Kern,57,0.002351,0.007345,White,6.79,Healthy
Kern,108,0.166401,0.156046,Non-White,7.240769230769231,Healthy
Kern,108,0.166401,0.156046,White,6.79,Healthy
Kern,57,0.15173,0.145501,Non-White,7.240769230769231,Healthy
Kern,57,0.15173,0.145501,White,6.79,Healthy
Kern,108,0.688056,1.070888,Non-White,7.240769230769231,Healthy
Kern,108,0.688056,1.070888,White,6.79,Healthy
Kern,57,0.609825,0.901167,Non-White,7.240769230769231,Healthy
Kern,57,0.609825,0.901167,White,6.79,Healthy
Kern,108,0.066204,0.083316,Non-White,7.240769230769231,Healthy
Kern,108,0.066204,0.083316,White,6.79,Healthy
Kern,57,0.059123,0.064732,Non-White,7.240769230769231,Healthy
Kern,57,0.059123,0.064732,White,6.79,Healthy
Kern,108,2.427037,3.512738,Non-White,7.240769230769231,Healthy
Kern,108,2.427037,3.512738,White,6.79,Healthy
Kern,57,2.162281,2.950484,Non-White,7.240769230769231,Healthy
Kern,57,2.162281,2.950484,White,6.79,Healthy
Kern,111,2.883369,1.659329,Non-White,7.240769230769231,Healthy
Kern,111,2.883369,1.659329,White,6.79,Healthy
Kern,57,2.886368,1.666486,Non-White,7.240769230769231,Healthy
Kern,57,2.886368,1.666486,White,6.79,Healthy
Kern,111,0.726099,0.665721,Non-White,7.240769230769231,Healthy
Kern,111,0.726099,0.665721,White,6.79,Healthy
Kern,57,0.757474,0.590231,Non-White,7.240769230769231,Healthy
Kern,57,0.757474,0.590231,White,6.79,Healthy
Kern,111,0.113495,0.243067,Non-White,7.240769230769231,Healthy
Kern,111,0.113495,0.243067,White,6.79,Healthy
Kern,57,0.119561,0.216279,Non-White,7.240769230769231,Healthy
Kern,57,0.119561,0.216279,White,6.79,Healthy
Kern,111,0.860568,0.529941,Non-White,7.240769230769231,Healthy
Kern,111,0.860568,0.529941,White,6.79,Healthy
Kern,57,0.896018,0.513933,Non-White,7.240769230769231,Healthy
Kern,57,0.896018,0.513933,White,6.79,Healthy
Kern,111,1.015811,0.564488,Non-White,7.240769230769231,Healthy
Kern,111,1.015811,0.564488,White,6.79,Healthy
Kern,57,0.992842,0.581244,Non-White,7.240769230769231,Healthy
Kern,57,0.992842,0.581244,White,6.79,Healthy
Kern,111,0.358802,0.124568,Non-White,7.240769230769231,Healthy
Kern,111,0.358802,0.124568,White,6.79,Healthy
Kern,57,0.344175,0.121738,Non-White,7.240769230769231,Healthy
Kern,57,0.344175,0.121738,White,6.79,Healthy
Kern,111,0.53818,0.389079,Non-White,7.240769230769231,Healthy
Kern,111,0.53818,0.389079,White,6.79,Healthy
Kern,57,0.537228,0.430236,Non-White,7.240769230769231,Healthy
Kern,57,0.537228,0.430236,White,6.79,Healthy
Kern,111,1.09609,0.921319,Non-White,7.240769230769231,Healthy
Kern,111,1.09609,0.921319,White,6.79,Healthy
Kern,57,1.095456,0.852303,Non-White,7.240769230769231,Healthy
Kern,57,1.095456,0.852303,White,6.79,Healthy
Kern,111,0.157892,0.059793,Non-White,7.240769230769231,Healthy
Kern,111,0.157892,0.059793,White,6.79,Healthy
Kern,57,0.185825,0.082037,Non-White,7.240769230769231,Healthy
Kern,57,0.185825,0.082037,White,6.79,Healthy
Kern,111,0.011045,0.005364,Non-White,7.240769230769231,Healthy
Kern,111,0.011045,0.005364,White,6.79,Healthy
Kern,57,0.014035,0.007559,Non-White,7.240769230769231,Healthy
Kern,57,0.014035,0.007559,White,6.79,Healthy
Kern,105,1.391678,1.011146,Non-White,7.240769230769231,Healthy
Kern,105,1.391678,1.011146,White,6.79,Healthy
Kern,57,1.312456,0.809915,Non-White,7.240769230769231,Healthy
Kern,57,1.312456,0.809915,White,6.79,Healthy
Kern,111,3.204189,1.803601,Non-White,7.240769230769231,Healthy
Kern,111,3.204189,1.803601,White,6.79,Healthy
Kern,57,3.217211,1.767417,Non-White,7.240769230769231,Healthy
Kern,57,3.217211,1.767417,White,6.79,Healthy
Kern,111,0.542712,0.506818,Non-White,7.240769230769231,Healthy
Kern,111,0.542712,0.506818,White,6.79,Healthy
Kern,57,0.564474,0.489202,Non-White,7.240769230769231,Healthy
Kern,57,0.564474,0.489202,White,6.79,Healthy
Kern,111,3.020748,1.654543,Non-White,7.240769230769231,Healthy
Kern,111,3.020748,1.654543,White,6.79,Healthy
Kern,57,3.024263,1.660335,Non-White,7.240769230769231,Healthy
Kern,57,3.024263,1.660335,White,6.79,Healthy
Kern,111,0.131964,0.243818,Non-White,7.240769230769231,Healthy
Kern,111,0.131964,0.243818,White,6.79,Healthy
Kern,57,0.137754,0.216917,Non-White,7.240769230769231,Healthy
Kern,57,0.137754,0.216917,White,6.79,Healthy
Kern,111,0.895099,0.530009,Non-White,7.240769230769231,Healthy
Kern,111,0.895099,0.530009,White,6.79,Healthy
Kern,57,0.930614,0.513751,Non-White,7.240769230769231,Healthy
Kern,57,0.930614,0.513751,White,6.79,Healthy
Kern,111,1.068883,0.562328,Non-White,7.240769230769231,Healthy
Kern,111,1.068883,0.562328,White,6.79,Healthy
Kern,57,1.046298,0.578519,Non-White,7.240769230769231,Healthy
Kern,57,1.046298,0.578519,White,6.79,Healthy
Kern,111,0.375793,0.122776,Non-White,7.240769230769231,Healthy
Kern,111,0.375793,0.122776,White,6.79,Healthy
Kern,57,0.361421,0.119406,Non-White,7.240769230769231,Healthy
Kern,57,0.361421,0.119406,White,6.79,Healthy
Kern,111,0.549,0.38789,Non-White,7.240769230769231,Healthy
Kern,111,0.549,0.38789,White,6.79,Healthy
Kern,57,0.548175,0.428439,Non-White,7.240769230769231,Healthy
Kern,57,0.548175,0.428439,White,6.79,Healthy
Kern,111,0.721694,0.526357,Non-White,7.240769230769231,Healthy
Kern,111,0.721694,0.526357,White,6.79,Healthy
Kern,57,0.730123,0.530902,Non-White,7.240769230769231,Healthy
Kern,57,0.730123,0.530902,White,6.79,Healthy
Kern,111,0.726108,0.665717,Non-White,7.240769230769231,Healthy
Kern,111,0.726108,0.665717,White,6.79,Healthy
Kern,57,0.757491,0.590225,Non-White,7.240769230769231,Healthy
Kern,57,0.757491,0.590225,White,6.79,Healthy
Kern,111,0.542703,0.506825,Non-White,7.240769230769231,Healthy
Kern,111,0.542703,0.506825,White,6.79,Healthy
Kern,57,0.564474,0.489202,Non-White,7.240769230769231,Healthy
Kern,57,0.564474,0.489202,White,6.79,Healthy
Kern,111,3.066796,1.808306,Non-White,7.240769230769231,Healthy
Kern,111,3.066796,1.808306,White,6.79,Healthy
Kern,57,3.079308,1.773117,Non-White,7.240769230769231,Healthy
Kern,57,3.079308,1.773117,White,6.79,Healthy
Kern,111,1.098634,0.921021,Non-White,7.240769230769231,Healthy
Kern,111,1.098634,0.921021,White,6.79,Healthy
Kern,57,1.098097,0.851819,Non-White,7.240769230769231,Healthy
Kern,57,1.098097,0.851819,White,6.79,Healthy
Kern,111,0.164814,0.059506,Non-White,7.240769230769231,Healthy
Kern,111,0.164814,0.059506,White,6.79,Healthy
Kern,57,0.192777,0.082104,Non-White,7.240769230769231,Healthy
Kern,57,0.192777,0.082104,White,6.79,Healthy
Kern,111,0.011693,0.005336,Non-White,7.240769230769231,Healthy
Kern,111,0.011693,0.005336,White,6.79,Healthy
Kern,57,0.014748,0.007541,Non-White,7.240769230769231,Healthy
Kern,57,0.014748,0.007541,White,6.79,Healthy
Kern,111,0.732486,0.525238,Non-White,7.240769230769231,Healthy
Kern,111,0.732486,0.525238,White,6.79,Healthy
Kern,57,0.741158,0.529257,Non-White,7.240769230769231,Healthy
Kern,57,0.741158,0.529257,White,6.79,Healthy
Kern,99,10.590641,7.514721,Non-White,7.240769230769231,Unhealthy
Kern,99,10.590641,7.514721,White,6.79,Unhealthy
Kern,51,10.536097,7.098196,Non-White,7.240769230769231,Unhealthy
Kern,51,10.536097,7.098196,White,6.79,Unhealthy
Kern,108,0.969259,0.483953,Non-White,7.240769230769231,Healthy
Kern,108,0.969259,0.483953,White,6.79,Healthy
Kern,57,0.943509,0.464372,Non-White,7.240769230769231,Healthy
Kern,57,0.943509,0.464372,White,6.79,Healthy
Kern,8560,10.8975,8.877425,Non-White,7.240769230769231,Unhealthy
Kern,8560,10.8975,8.877425,White,6.79,Unhealthy
Kern,357,10.807003,7.281031,Non-White,7.240769230769231,Unhealthy
Kern,357,10.807003,7.281031,White,6.79,Unhealthy
Kern,8393,4.564518,4.14687,Non-White,7.240769230769231,Healthy
Kern,8393,4.564518,4.14687,White,6.79,Healthy
Kern,1027,3.115579,2.539887,Non-White,7.240769230769231,Healthy
Kern,1027,3.115579,2.539887,White,6.79,Healthy
Kern,6938,5.963491,4.202894,Non-White,7.240769230769231,Healthy
Kern,6938,5.963491,4.202894,White,6.79,Healthy
Kern,8351,5.102622,6.357164,Non-White,7.240769230769231,Healthy
Kern,8351,5.102622,6.357164,White,6.79,Healthy
Kern,349,5.064756,3.497329,Non-White,7.240769230769231,Healthy
Kern,349,5.064756,3.497329,White,6.79,Healthy
Kern,114,0.0,0.0,Non-White,7.240769230769231,Healthy
Kern,114,0.0,0.0,White,6.79,Healthy
Kern,114,0.064123,0.05199,Non-White,7.240769230769231,Healthy
Kern,114,0.064123,0.05199,White,6.79,Healthy
Kern,114,0.00164,0.001249,Non-White,7.240769230769231,Healthy
Kern,114,0.00164,0.001249,White,6.79,Healthy
Kern,114,0.037096,0.028418,Non-White,7.240769230769231,Healthy
Kern,114,0.037096,0.028418,White,6.79,Healthy
Kern,114,4.4e-05,0.000468,Non-White,7.240769230769231,Healthy
Kern,114,4.4e-05,0.000468,White,6.79,Healthy
Kern,114,0.000904,0.001698,Non-White,7.240769230769231,Healthy
Kern,114,0.000904,0.001698,White,6.79,Healthy
Kern,114,0.006553,0.025417,Non-White,7.240769230769231,Healthy
Kern,114,0.006553,0.025417,White,6.79,Healthy
Kern,114,0.046447,0.036924,Non-White,7.240769230769231,Healthy
Kern,114,0.046447,0.036924,White,6.79,Healthy
Kern,114,0.000447,0.000499,Non-White,7.240769230769231,Healthy
Kern,114,0.000447,0.000499,White,6.79,Healthy
Kern,114,0.001149,0.000989,Non-White,7.240769230769231,Healthy
Kern,114,0.001149,0.000989,White,6.79,Healthy
Kern,114,1.8e-05,0.000187,Non-White,7.240769230769231,Healthy
Kern,114,1.8e-05,0.000187,White,6.79,Healthy
Kern,114,0.019851,0.01803,Non-White,7.240769230769231,Healthy
Kern,114,0.019851,0.01803,White,6.79,Healthy
Kern,114,0.000895,0.001272,Non-White,7.240769230769231,Healthy
Kern,114,0.000895,0.001272,White,6.79,Healthy
Kern,114,0.0,0.0,Non-White,7.240769230769231,Healthy
Kern,114,0.0,0.0,White,6.79,Healthy
Kern,114,0.004298,0.003363,Non-White,7.240769230769231,Healthy
Kern,114,0.004298,0.003363,White,6.79,Healthy
Kern,114,0.0,0.0,Non-White,7.240769230769231,Healthy
Kern,114,0.0,0.0,White,6.79,Healthy
Kern,114,0.156877,0.126271,Non-White,7.240769230769231,Healthy
Kern,114,0.156877,0.126271,White,6.79,Healthy
Kern,114,0.002728,0.006787,Non-White,7.240769230769231,Healthy
Kern,114,0.002728,0.006787,White,6.79,Healthy
Kern,114,0.000386,0.000588,Non-White,7.240769230769231,Healthy
Kern,114,0.000386,0.000588,White,6.79,Healthy
Kern,114,0.274342,0.228462,Non-White,7.240769230769231,Healthy
Kern,114,0.274342,0.228462,White,6.79,Healthy
Kern,114,9e-06,9.4e-05,Non-White,7.240769230769231,Healthy
Kern,114,9e-06,9.4e-05,White,6.79,Healthy
Kern,114,0.041009,0.045761,Non-White,7.240769230769231,Healthy
Kern,114,0.041009,0.045761,White,6.79,Healthy
Kern,114,0.063149,0.059064,Non-White,7.240769230769231,Healthy
Kern,114,0.063149,0.059064,White,6.79,Healthy
Kern,114,0.000237,0.000599,Non-White,7.240769230769231,Healthy
Kern,114,0.000237,0.000599,White,6.79,Healthy
Kern,114,0.029362,0.044324,Non-White,7.240769230769231,Healthy
Kern,114,0.029362,0.044324,White,6.79,Healthy
Kern,114,0.345044,0.408054,Non-White,7.240769230769231,Healthy
Kern,114,0.345044,0.408054,White,6.79,Healthy
Kern,110,0.985091,0.737977,Non-White,7.240769230769231,Healthy
Kern,110,0.985091,0.737977,White,6.79,Healthy
Kern,110,0.131727,0.085733,Non-White,7.240769230769231,Healthy
Kern,110,0.131727,0.085733,White,6.79,Healthy
Kern,110,0.034391,0.055473,Non-White,7.240769230769231,Healthy
Kern,110,0.034391,0.055473,White,6.79,Healthy
Kern,110,0.196818,0.165804,Non-White,7.240769230769231,Healthy
Kern,110,0.196818,0.165804,White,6.79,Healthy
Kern,110,0.330082,0.260522,Non-White,7.240769230769231,Healthy
Kern,110,0.330082,0.260522,White,6.79,Healthy
Kern,110,0.216,0.183816,Non-White,7.240769230769231,Healthy
Kern,110,0.216,0.183816,White,6.79,Healthy
Kern,110,0.208027,0.143578,Non-White,7.240769230769231,Healthy
Kern,110,0.208027,0.143578,White,6.79,Healthy
Kern,110,0.283745,0.197099,Non-White,7.240769230769231,Healthy
Kern,110,0.283745,0.197099,White,6.79,Healthy
Kern,110,0.056136,0.032694,Non-White,7.240769230769231,Healthy
Kern,110,0.056136,0.032694,White,6.79,Healthy
Kern,110,0.0,0.0,Non-White,7.240769230769231,Healthy
Kern,110,0.0,0.0,White,6.79,Healthy
Kern,114,0.003765,0.007219,Non-White,7.240769230769231,Healthy
Kern,114,0.003765,0.007219,White,6.79,Healthy
Kern,114,1.131527,0.942464,Non-White,7.240769230769231,Healthy
Kern,114,1.131527,0.942464,White,6.79,Healthy
Kern,114,0.445061,0.526366,Non-White,7.240769230769231,Healthy
Kern,114,0.445061,0.526366,White,6.79,Healthy
Kern,114,0.712893,0.568107,Non-White,7.240769230769231,Healthy
Kern,114,0.712893,0.568107,White,6.79,Healthy
Kern,110,1.773693,1.327879,Non-White,7.240769230769231,Healthy
Kern,110,1.773693,1.327879,White,6.79,Healthy
Kern,114,0.717693,0.583051,Non-White,7.240769230769231,Healthy
Kern,114,0.717693,0.583051,White,6.79,Healthy
Kern,114,4.238596,2.990531,Non-White,7.240769230769231,Healthy
Kern,114,4.238596,2.990531,White,6.79,Healthy
Kings,8548,10.039775,9.564266,Non-White,4.54,Unhealthy
Kings,8548,10.039775,9.564266,White,7.005,Unhealthy
Kings,8626,12.581266,10.559817,Non-White,4.54,Unhealthy
Kings,8626,12.581266,10.559817,White,7.005,Unhealthy
Los Angeles,8685,8.148946,10.239926,Non-White,8.97,Healthy
Los Angeles,8685,8.148946,10.239926,White,6.575,Healthy
Los Angeles,364,8.1,7.254329,Non-White,8.97,Healthy
Los Angeles,364,8.1,7.254329,White,6.575,Healthy
Los Angeles,8631,11.792423,6.760199,Non-White,8.97,Unhealthy
Los Angeles,8631,11.792423,6.760199,White,6.575,Unhealthy
Los Angeles,117,0.002222,0.009656,Non-White,8.97,Healthy
Los Angeles,117,0.002222,0.009656,White,6.575,Healthy
Los Angeles,59,0.025763,0.029933,Non-White,8.97,Healthy
Los Angeles,59,0.025763,0.029933,White,6.575,Healthy
Los Angeles,57,0.029088,0.03696,Non-White,8.97,Healthy
Los Angeles,57,0.029088,0.03696,White,6.575,Healthy
Los Angeles,117,0.0,0.0,Non-White,8.97,Healthy
Los Angeles,117,0.0,0.0,White,6.575,Healthy
Los Angeles,59,0.000525,0.000537,Non-White,8.97,Healthy
Los Angeles,59,0.000525,0.000537,White,6.575,Healthy
Los Angeles,57,0.000421,0.000533,Non-White,8.97,Healthy
Los Angeles,57,0.000421,0.000533,White,6.575,Healthy
Los Angeles,117,0.039034,0.041948,Non-White,8.97,Healthy
Los Angeles,117,0.039034,0.041948,White,6.575,Healthy
Los Angeles,59,0.112,0.064046,Non-White,8.97,Healthy
Los Angeles,59,0.112,0.064046,White,6.575,Healthy
Los Angeles,57,0.106789,0.05693,Non-White,8.97,Healthy
Los Angeles,57,0.106789,0.05693,White,6.575,Healthy
Los Angeles,117,0.014957,0.021714,Non-White,8.97,Healthy
Los Angeles,117,0.014957,0.021714,White,6.575,Healthy
Los Angeles,59,0.017983,0.025262,Non-White,8.97,Healthy
Los Angeles,59,0.017983,0.025262,White,6.575,Healthy
Los Angeles,57,0.017912,0.024767,Non-White,8.97,Healthy
Los Angeles,57,0.017912,0.024767,White,6.575,Healthy
Los Angeles,117,0.001479,0.002049,Non-White,8.97,Healthy
Los Angeles,117,0.001479,0.002049,White,6.575,Healthy
Los Angeles,117,0.000658,0.007338,Non-White,8.97,Healthy
Los Angeles,117,0.000658,0.007338,White,6.575,Healthy
Los Angeles,59,0.005966,0.009469,Non-White,8.97,Healthy
Los Angeles,59,0.005966,0.009469,White,6.575,Healthy
Los Angeles,57,0.007158,0.008801,Non-White,8.97,Healthy
Los Angeles,57,0.007158,0.008801,White,6.575,Healthy
Los Angeles,117,0.05206,0.028381,Non-White,8.97,Healthy
Los Angeles,117,0.05206,0.028381,White,6.575,Healthy
Los Angeles,59,0.057186,0.033501,Non-White,8.97,Healthy
Los Angeles,59,0.057186,0.033501,White,6.575,Healthy
Los Angeles,57,0.054526,0.031319,Non-White,8.97,Healthy
Los Angeles,57,0.054526,0.031319,White,6.575,Healthy
Los Angeles,115,0.002757,0.003478,Non-White,8.97,Healthy
Los Angeles,115,0.002757,0.003478,White,6.575,Healthy
Los Angeles,59,0.003644,0.002941,Non-White,8.97,Healthy
Los Angeles,59,0.003644,0.002941,White,6.575,Healthy
Los Angeles,57,0.003649,0.002761,Non-White,8.97,Healthy
Los Angeles,57,0.003649,0.002761,White,6.575,Healthy
Los Angeles,115,0.0,0.000994,Non-White,8.97,Healthy
Los Angeles,115,0.0,0.000994,White,6.575,Healthy
Los Angeles,59,0.000407,0.000529,Non-White,8.97,Healthy
Los Angeles,59,0.000407,0.000529,White,6.575,Healthy
Los Angeles,57,0.000333,0.000512,Non-White,8.97,Healthy
Los Angeles,57,0.000333,0.000512,White,6.575,Healthy
Los Angeles,115,0.004278,0.004368,Non-White,8.97,Healthy
Los Angeles,115,0.004278,0.004368,White,6.575,Healthy
Los Angeles,59,0.010441,0.012851,Non-White,8.97,Healthy
Los Angeles,59,0.010441,0.012851,White,6.575,Healthy
Los Angeles,57,0.010561,0.013443,Non-White,8.97,Healthy
Los Angeles,57,0.010561,0.013443,White,6.575,Healthy
Los Angeles,117,0.029966,0.085999,Non-White,8.97,Healthy
Los Angeles,117,0.029966,0.085999,White,6.575,Healthy
Los Angeles,59,0.100339,0.076715,Non-White,8.97,Healthy
Los Angeles,59,0.100339,0.076715,White,6.575,Healthy
Los Angeles,57,0.093982,0.073386,Non-White,8.97,Healthy
Los Angeles,57,0.093982,0.073386,White,6.575,Healthy
Los Angeles,117,0.004761,0.02335,Non-White,8.97,Healthy
Los Angeles,117,0.004761,0.02335,White,6.575,Healthy
Los Angeles,117,0.001248,0.014868,Non-White,8.97,Healthy
Los Angeles,117,0.001248,0.014868,White,6.575,Healthy
Los Angeles,59,0.000542,0.001119,Non-White,8.97,Healthy
Los Angeles,59,0.000542,0.001119,White,6.575,Healthy
Los Angeles,57,0.000649,0.001203,Non-White,8.97,Healthy
Los Angeles,57,0.000649,0.001203,White,6.575,Healthy
Los Angeles,115,0.14793,0.09248,Non-White,8.97,Healthy
Los Angeles,115,0.14793,0.09248,White,6.575,Healthy
Los Angeles,59,0.151203,0.086914,Non-White,8.97,Healthy
Los Angeles,59,0.151203,0.086914,White,6.575,Healthy
Los Angeles,57,0.149719,0.08164,Non-White,8.97,Healthy
Los Angeles,57,0.149719,0.08164,White,6.575,Healthy
Los Angeles,117,0.001521,0.004286,Non-White,8.97,Healthy
Los Angeles,117,0.001521,0.004286,White,6.575,Healthy
Los Angeles,59,0.002017,0.00121,Non-White,8.97,Healthy
Los Angeles,59,0.002017,0.00121,White,6.575,Healthy
Los Angeles,57,0.002053,0.001156,Non-White,8.97,Healthy
Los Angeles,57,0.002053,0.001156,White,6.575,Healthy
Los Angeles,117,0.000427,0.007898,Non-White,8.97,Healthy
Los Angeles,117,0.000427,0.007898,White,6.575,Healthy
Los Angeles,117,0.003838,0.003442,Non-White,8.97,Healthy
Los Angeles,117,0.003838,0.003442,White,6.575,Healthy
Los Angeles,59,0.004712,0.002297,Non-White,8.97,Healthy
Los Angeles,59,0.004712,0.002297,White,6.575,Healthy
Los Angeles,57,0.004807,0.002207,Non-White,8.97,Healthy
Los Angeles,57,0.004807,0.002207,White,6.575,Healthy
Los Angeles,59,0.003407,0.004885,Non-White,8.97,Healthy
Los Angeles,59,0.003407,0.004885,White,6.575,Healthy
Los Angeles,57,0.002614,0.00374,Non-White,8.97,Healthy
